S.N,Date,Open,High,Low,Close,per_change,Qty,Turnover,EPS,PE
134.0,2024-07-18,478.00,525.00,469.20,500.00,4.47,"3,31,046.00","16,50,53,646.70",9.26,53.9956803455724
135.0,2024-07-17,470.20,482.40,466.00,478.60,3.82,"1,93,151.00","9,19,49,908.80",9.26,51.6846652267819
136.0,2024-07-16,452.00,469.00,439.00,461.00,4.02,"1,39,792.00","6,31,23,320.80",9.26,49.7840172786177
137.0,2024-07-15,457.90,457.90,443.00,443.20,-1.29,"1,55,082.00","6,96,41,258.80",17.29,25.6333140543667
138.0,2024-07-14,455.00,468.00,447.00,449.00,0.65,"1,57,454.00","7,10,94,465.40",17.29,25.9687680740312
139.0,2024-07-11,446.70,447.20,438.00,446.10,1.85,"1,17,154.00","5,18,75,527.90",17.29,25.801041064199
140.0,2024-07-10,441.70,441.70,433.00,438.00,1.13,"98,818.00","4,32,38,209.90",17.29,25.3325621746674
141.0,2024-07-09,425.00,435.00,422.00,433.10,1.43,"72,357.00","3,10,36,007.50",17.29,25.0491613649508
142.0,2024-07-08,430.00,434.00,426.40,427.00,-0.47,"74,221.00","3,18,21,000.90",17.29,24.6963562753036
143.0,2024-07-07,430.00,430.00,421.30,429.00,1.04,"73,287.00","3,12,15,876.20",17.29,24.812030075188
144.0,2024-07-04,420.10,430.10,417.00,424.60,1.1,"1,06,679.00","4,52,17,824.30",17.29,24.5575477154425
145.0,2024-07-03,410.60,420.00,407.00,420.00,0.48,"75,714.00","3,13,47,290.70",17.29,24.2914979757085
146.0,2024-07-02,408.00,440.00,408.00,418.00,4.5,"1,47,642.00","6,17,93,510.90",17.29,24.1758241758242
147.0,2024-07-01,400.00,400.50,391.10,400.00,1.5,"48,992.00","1,93,22,075.70",17.29,23.1347599768652
148.0,2024-06-30,400.00,400.00,393.50,394.10,-0.73,"45,391.00","1,79,08,558.60",17.29,22.7935222672065
149.0,2024-06-27,397.00,399.00,394.00,397.00,0.0,"56,848.00","2,25,59,389.20",17.29,22.9612492770388
150.0,2024-06-26,406.00,406.00,396.60,397.00,-0.28,"45,572.00","1,81,21,871.90",17.29,22.9612492770388
151.0,2024-06-25,408.30,408.30,397.20,398.10,-0.57,"42,749.00","1,70,76,309.20",17.29,23.0248698669751
152.0,2024-06-24,408.90,408.90,400.00,400.40,-0.65,"40,516.00","1,62,75,171.70",17.29,23.1578947368421
153.0,2024-06-23,409.00,409.00,400.00,403.00,0.47,"32,541.00","1,30,48,979.90",17.29,23.3082706766917
154.0,2024-06-20,412.00,412.00,401.10,401.10,-0.72,"42,682.00","1,71,74,518.50",17.29,23.1983805668016
155.0,2024-06-19,402.00,408.00,402.00,404.00,0.0,"30,586.00","1,23,84,217.50",17.29,23.3661075766339
156.0,2024-06-18,407.00,410.00,403.00,404.00,-1.94,"58,636.00","2,38,01,380.50",17.29,23.3661075766339
157.0,2024-06-16,416.00,420.00,410.00,412.00,-0.75,"69,817.00","2,87,50,341.90",17.29,23.8288027761712
158.0,2024-06-13,418.00,418.00,411.50,415.10,-0.69,"45,758.00","1,89,13,728.40",17.29,24.0080971659919
159.0,2024-06-12,425.00,425.00,418.00,418.00,0.0,"81,660.00","3,43,75,632.00",17.29,24.1758241758242
160.0,2024-06-11,409.10,421.00,402.00,418.00,4.21,"71,137.00","2,91,97,703.60",17.29,24.1758241758242
161.0,2024-06-10,409.00,409.00,400.00,401.10,0.02,"57,100.00","2,30,45,878.60",17.29,23.1983805668016
162.0,2024-06-09,416.10,416.10,401.00,401.00,-1.72,"63,378.00","2,57,38,375.40",17.29,23.1925968768074
163.0,2024-06-06,410.00,412.80,407.00,408.00,-0.97,"40,467.00","1,65,76,252.20",17.29,23.5974551764025
164.0,2024-06-05,415.00,415.00,407.20,412.00,-0.84,"40,825.00","1,67,66,865.40",17.29,23.8288027761712
165.0,2024-06-04,423.40,423.40,414.00,415.50,0.1,"31,000.00","1,29,25,554.60",17.29,24.0312319259688
166.0,2024-06-03,425.00,427.10,413.00,415.10,-2.1,"52,109.00","2,18,03,568.40",17.29,24.0080971659919
167.0,2024-06-02,407.00,429.30,407.00,424.00,4.02,"1,12,458.00","4,67,50,189.00",17.29,24.5228455754772
168.0,2024-05-30,417.00,417.90,402.00,407.60,-1.55,"99,271.00","4,06,04,602.80",17.29,23.5743204164257
169.0,2024-05-29,435.00,442.00,412.60,414.00,-3.27,"1,16,281.00","4,91,72,569.70",17.29,23.9444765760555
170.0,2024-05-27,443.80,443.80,424.50,428.00,-1.63,"1,61,570.00","6,97,07,496.90",17.29,24.7541931752458
171.0,2024-05-26,455.00,458.00,435.00,435.10,-3.93,"2,19,186.00","9,73,03,479.00",17.29,25.1648351648352
172.0,2024-05-22,430.50,458.00,420.40,452.90,5.45,"2,87,668.00","12,73,85,008.80",17.29,26.1943319838057
173.0,2024-05-21,420.00,432.70,407.10,429.50,2.29,"2,01,842.00","8,53,12,936.80",17.29,24.8409485251591
174.0,2024-05-20,385.00,421.00,385.00,419.90,9.06,"2,76,638.00","11,29,40,210.20",17.29,24.2857142857143
175.0,2024-05-19,367.30,385.70,362.00,385.00,6.91,"1,35,375.00","5,12,27,459.40",17.29,22.2672064777328
176.0,2024-05-16,365.10,365.10,355.10,360.10,0.59,"75,546.00","2,72,35,273.10",17.29,20.8270676691729
177.0,2024-05-15,359.00,370.00,357.80,358.00,-2.05,"64,416.00","2,33,07,126.80",17.29,20.7056101792944
178.0,2024-05-14,368.10,369.00,356.80,365.50,0.69,"47,874.00","1,73,19,347.80",17.29,21.1393869288606
179.0,2024-05-13,350.00,364.90,350.00,363.00,3.13,"55,261.00","1,98,60,003.50",17.29,20.9947946790052
180.0,2024-05-12,350.00,355.00,347.00,352.00,0.57,"39,449.00","1,38,37,283.50",17.29,20.3585887796414
181.0,2024-05-09,345.00,352.80,345.00,350.00,0.0,"29,902.00","1,04,71,855.80",17.29,20.2429149797571
182.0,2024-05-08,349.10,352.00,341.60,350.00,0.57,"47,782.00","1,65,73,927.50",17.29,20.2429149797571
183.0,2024-05-07,350.00,355.90,347.10,348.00,0.32,"47,490.00","1,66,09,211.50",17.29,20.1272411798728
184.0,2024-05-06,345.10,351.90,344.60,346.90,-0.6,"59,983.00","2,07,63,022.10",17.29,20.0636205899364
185.0,2024-05-05,356.10,359.00,349.00,349.00,-2.24,"53,700.00","1,88,64,100.20",17.29,20.1850780798149
186.0,2024-05-02,370.20,370.20,357.00,357.00,-1.65,"63,914.00","2,31,11,015.40",17.29,20.6477732793522
187.0,2024-04-30,359.00,365.00,351.10,363.00,3.13,"69,508.00","2,49,35,148.20",17.29,20.9947946790052
188.0,2024-04-29,358.60,358.60,351.60,352.00,0.11,"45,855.00","1,61,88,257.00",17.29,20.3585887796414
189.0,2024-04-28,355.40,355.40,347.00,351.60,0.89,"60,351.00","2,11,42,160.00",17.29,20.3354540196645
190.0,2024-04-25,351.50,355.00,346.00,348.50,-0.71,"49,901.00","1,74,70,531.80",17.29,20.1561596298438
191.0,2024-04-24,358.00,360.00,345.00,351.00,-1.96,"1,32,036.00","4,63,77,658.90",17.29,20.3007518796992
192.0,2024-04-22,372.00,373.00,357.10,358.00,-4.02,"1,05,899.00","3,84,59,763.60",17.29,20.7056101792944
193.0,2024-04-21,377.30,380.00,366.10,373.00,-3.12,"1,27,611.00","4,72,68,075.50",17.29,21.5731636784268
194.0,2024-04-18,390.00,390.00,383.00,385.00,-1.28,"38,828.00","1,49,27,701.00",17.29,22.2672064777328
195.0,2024-04-16,389.00,393.00,387.30,390.00,-0.26,"33,400.00","1,30,32,506.80",17.29,22.5563909774436
196.0,2024-04-15,392.00,395.00,390.00,391.00,-1.01,"63,551.00","2,48,86,154.90",17.29,22.6142278773858
197.0,2024-04-14,398.00,400.00,394.00,395.00,0.0,"29,072.00","1,15,30,462.00",17.29,22.8455754771544
198.0,2024-04-10,405.90,405.90,394.10,395.00,-0.95,"40,657.00","1,61,71,916.10",25.59,15.4357170769832
199.0,2024-04-09,400.00,406.90,396.90,398.80,0.45,"47,203.00","1,88,83,043.40",25.59,15.5842125830403
200.0,2024-04-07,398.00,398.80,390.30,397.00,-0.25,"80,715.00","3,17,81,656.10",25.59,15.5138726064869
201.0,2024-04-04,400.00,402.00,398.00,398.00,-1.0,"61,026.00","2,43,50,543.20",25.59,15.5529503712388
202.0,2024-04-03,410.00,410.00,399.00,402.00,-1.18,"59,686.00","2,39,75,302.80",25.59,15.7092614302462
203.0,2024-04-02,412.00,412.00,405.00,406.80,-0.27,"28,130.00","1,14,30,729.50",25.59,15.8968347010551
204.0,2024-04-01,410.00,412.50,405.00,407.90,0.22,"51,254.00","2,08,69,305.30",25.59,15.9398202422821
205.0,2024-03-31,413.00,413.00,406.00,407.00,-0.73,"30,600.00","1,24,79,861.40",25.59,15.9046502540055
206.0,2024-03-28,413.90,414.00,407.00,410.00,-0.24,"33,224.00","1,36,02,227.00",25.59,16.021883548261
207.0,2024-03-27,413.00,413.00,408.00,411.00,-0.48,"42,526.00","1,74,23,947.00",25.59,16.0609613130129
208.0,2024-03-26,415.00,415.00,409.20,413.00,0.71,"29,379.00","1,20,76,818.20",25.59,16.1391168425166
209.0,2024-03-25,410.10,413.00,409.00,410.10,-0.97,"71,062.00","2,91,27,859.40",25.59,16.0257913247362
210.0,2024-03-21,419.00,419.90,414.10,414.10,-0.7,"28,308.00","1,17,46,842.20",25.59,16.1821023837436
211.0,2024-03-20,417.00,425.00,415.50,417.00,-0.05,"41,724.00","1,74,07,649.00",25.59,16.295427901524
212.0,2024-03-19,420.00,423.00,417.00,417.20,-0.24,"20,842.00","87,39,686.60",25.59,16.3032434544744
213.0,2024-03-18,416.00,421.50,416.00,418.20,0.05,"45,079.00","1,88,48,493.20",25.59,16.3423212192263
214.0,2024-03-17,424.20,424.20,417.00,418.00,-1.67,"58,774.00","2,47,21,464.70",25.59,16.3345056662759
215.0,2024-03-14,432.00,432.90,425.10,425.10,-1.6,"67,871.00","2,90,42,120.50",25.59,16.6119577960141
216.0,2024-03-13,442.10,442.10,428.00,432.00,-0.35,"84,991.00","3,66,91,710.90",25.59,16.8815943728019
217.0,2024-03-12,428.40,434.00,422.00,433.50,3.21,"85,533.00","3,66,12,902.90",25.59,16.9402110199297
218.0,2024-03-10,425.00,428.90,419.50,420.00,-0.45,"84,813.00","3,58,15,152.10",25.59,16.4126611957796
219.0,2024-03-07,425.90,425.90,418.10,421.90,0.93,"39,804.00","1,67,57,703.80",25.59,16.4869089488081
220.0,2024-03-06,421.00,424.90,411.40,418.00,0.26,"73,115.00","3,05,37,859.30",25.59,16.3345056662759
221.0,2024-03-05,435.00,439.00,414.00,416.90,-4.16,"1,07,535.00","4,50,93,107.60",25.59,16.2915201250488
222.0,2024-03-04,415.10,438.00,415.10,435.00,6.88,"11,800.00","50,79,001.50",25.59,16.9988276670574
223.0,2024-03-03,412.00,417.00,406.00,407.00,-1.21,"60,400.00","2,46,81,799.00",25.59,15.9046502540055
224.0,2024-02-29,415.00,415.00,408.00,412.00,-0.72,"1,09,726.00","4,51,61,462.00",25.59,16.1000390777648
225.0,2024-02-28,413.40,418.00,413.00,415.00,-0.84,"36,695.00","1,52,35,126.30",25.59,16.2172723720203
226.0,2024-02-27,415.00,426.00,412.30,418.50,0.12,"70,324.00","2,94,12,585.30",25.59,16.3540445486518
227.0,2024-02-26,408.00,419.90,405.10,418.00,1.73,"98,421.00","4,07,37,576.90",25.59,16.3345056662759
228.0,2024-02-25,427.00,430.00,410.00,410.90,-3.77,"1,76,046.00","7,31,59,346.70",25.59,16.0570535365377
229.0,2024-02-22,438.60,440.00,423.40,427.00,-2.95,"1,49,028.00","6,40,38,180.60",25.59,16.6862055490426
230.0,2024-02-21,448.00,448.00,439.00,440.00,-0.45,"1,41,689.00","6,26,75,274.70",25.59,17.1942164908167
231.0,2024-02-20,436.00,452.90,436.00,442.00,-0.45,"1,18,355.00","5,25,80,149.90",25.59,17.2723720203204
232.0,2024-02-18,433.00,455.80,433.00,444.00,2.54,"3,07,692.00","13,65,64,140.10",25.59,17.3505275498242
233.0,2024-02-15,434.20,440.00,430.00,433.00,-2.26,"2,00,617.00","8,70,23,180.30",25.59,16.9206721375537
234.0,2024-02-14,433.10,448.00,433.10,443.00,0.25,"83,609.00","3,69,97,108.20",25.59,17.3114497850723
235.0,2024-02-13,450.10,454.00,440.10,441.90,-1.82,"1,74,782.00","7,74,75,942.30",25.59,17.2684642438453
236.0,2024-02-12,450.00,455.00,439.00,450.10,-1.1,"3,09,656.00","13,77,47,398.30",25.59,17.5889019148105
237.0,2024-02-11,465.20,471.00,450.80,455.10,-4.11,"1,82,831.00","8,42,04,332.10",25.59,17.7842907385698
238.0,2024-02-08,488.50,488.50,470.00,474.60,-0.92,"49,857.00","2,36,55,321.50",25.59,18.5463071512309
239.0,2024-02-07,487.30,487.30,478.60,479.00,0.25,"52,013.00","2,49,72,754.90",25.59,18.7182493161391
240.0,2024-02-06,474.90,482.90,474.90,477.80,0.61,"58,942.00","2,80,72,802.20",25.59,18.6713559984369
241.0,2024-02-05,471.00,476.10,469.00,474.90,1.37,"46,778.00","2,21,38,782.50",25.59,18.5580304806565
242.0,2024-02-04,466.00,470.00,459.00,468.50,0.54,"71,555.00","3,32,51,425.40",25.59,18.3079327862446
243.0,2024-02-01,475.50,475.50,463.10,466.00,-1.89,"96,457.00","4,50,61,712.90",25.59,18.210238374365
244.0,2024-01-31,481.00,481.90,474.00,475.00,-0.84,"64,290.00","3,06,17,801.90",25.59,18.5619382571317
245.0,2024-01-30,480.00,487.00,478.50,479.00,-0.15,"46,693.00","2,23,96,973.50",25.59,18.7182493161391
246.0,2024-01-29,482.00,483.90,478.00,479.70,-0.27,"50,577.00","2,43,06,624.20",25.59,18.7456037514654
247.0,2024-01-28,489.00,489.00,480.00,481.00,0.21,"55,234.00","2,65,80,086.40",25.59,18.7964048456428
248.0,2024-01-25,486.80,486.80,476.00,480.00,0.57,"85,602.00","4,09,75,897.50",25.59,18.757327080891
249.0,2024-01-24,469.10,494.40,469.10,477.30,-0.27,"67,640.00","3,25,24,761.30",25.59,18.651817116061
250.0,2024-01-23,495.00,496.00,477.00,478.60,-2.13,"1,38,735.00","6,67,71,684.60",25.59,18.7026182102384
251.0,2024-01-22,495.00,498.00,488.00,489.00,-1.43,"1,08,014.00","5,30,75,943.30",25.59,19.1090269636577
252.0,2024-01-21,509.00,509.00,495.00,496.10,-2.53,"1,69,221.00","8,42,77,298.70",25.59,19.3864790933959
253.0,2024-01-18,510.00,515.00,505.00,509.00,-0.59,"82,751.00","4,20,28,157.50",25.59,19.8905822586948
254.0,2024-01-17,516.00,525.00,507.00,512.00,-0.39,"1,14,163.00","5,90,62,600.10",25.59,20.0078155529504
255.0,2024-01-16,515.00,515.00,508.00,514.00,0.55,"2,09,619.00","10,70,08,018.60",25.59,20.0859710824541
256.0,2024-01-14,515.00,517.80,510.00,511.20,-0.33,"53,006.00","2,72,23,492.00",27.09,18.8704318936877
257.0,2024-01-11,522.70,522.70,510.00,512.90,-0.98,"50,497.00","2,59,65,667.00",27.09,18.9331856773717
258.0,2024-01-10,509.00,523.00,509.00,518.00,2.17,"1,12,076.00","5,79,36,546.70",27.09,19.1214470284238
259.0,2024-01-09,514.00,514.00,506.00,507.00,0.6,"69,070.00","3,51,87,049.50",27.09,18.7153931339978
260.0,2024-01-08,499.50,505.00,494.20,504.00,1.0,"94,978.00","4,74,25,121.10",27.09,18.6046511627907
261.0,2024-01-07,510.00,510.00,498.00,499.00,-2.33,"1,11,777.00","5,61,56,302.00",27.09,18.4200812107789
262.0,2024-01-04,512.30,517.00,509.00,510.90,-0.62,"51,626.00","2,64,78,137.70",27.09,18.859357696567
263.0,2024-01-03,511.00,515.00,509.00,514.10,0.82,"30,658.00","1,57,17,610.50",27.09,18.9774824658546
264.0,2024-01-02,520.00,520.00,509.00,509.90,-0.78,"42,542.00","2,17,50,362.80",27.09,18.8224437061646
265.0,2024-01-01,515.00,524.90,512.00,513.90,0.37,"32,342.00","1,67,09,614.50",27.09,18.9700996677741
266.0,2023-12-28,520.00,525.00,511.00,512.00,-1.54,"66,034.00","3,41,34,473.00",27.09,18.8999630860096
267.0,2023-12-27,523.00,530.00,519.00,520.00,-1.52,"90,557.00","4,73,71,343.70",27.09,19.1952750092285
268.0,2023-12-24,530.00,540.00,521.50,528.00,-0.75,"75,142.00","3,99,31,658.00",27.09,19.4905869324474
269.0,2023-12-21,545.00,555.00,530.00,532.00,-2.39,"96,029.00","5,16,11,930.10",27.09,19.6382428940568
270.0,2023-12-20,532.00,549.80,532.00,545.00,2.83,"99,290.00","5,40,04,935.10",27.09,20.1181247692876
271.0,2023-12-19,524.00,532.00,518.00,530.00,2.91,"1,07,626.00","5,63,10,040.00",27.09,19.5644149132521
272.0,2023-12-18,504.50,519.00,501.00,515.00,2.79,"1,39,478.00","7,11,78,255.10",27.09,19.0107050572167
273.0,2023-12-17,500.00,507.00,497.00,501.00,-1.16,"76,166.00","3,82,90,459.20",27.09,18.4939091915836
274.0,2023-12-14,508.00,511.80,501.60,506.90,-0.61,"40,832.00","2,06,98,886.80",27.09,18.7117017349575
275.0,2023-12-13,514.00,520.00,505.10,510.00,0.0,"57,588.00","2,94,58,286.65",27.09,18.8261351052049
276.0,2023-12-12,509.00,517.80,504.00,510.00,0.02,"62,527.00","3,19,34,610.90",27.09,18.8261351052049
277.0,2023-12-11,525.00,529.90,505.00,509.90,-2.69,"93,195.00","4,77,30,487.20",27.09,18.8224437061646
278.0,2023-12-10,505.00,530.00,505.00,524.00,5.33,"6,616.00","34,73,867.00",27.09,19.3429309708379
279.0,2023-12-07,505.00,505.00,491.00,497.50,0.38,"22,557.00","1,11,92,020.70",27.09,18.3647102251753
280.0,2023-12-06,497.00,500.00,495.00,495.60,-0.66,"12,300.00","61,01,174.90",27.09,18.2945736434109
281.0,2023-12-05,497.00,500.10,495.00,498.90,0.38,"19,564.00","97,25,129.40",27.09,18.4163898117386
282.0,2023-12-04,495.10,502.00,495.10,497.00,-0.2,"15,691.00","78,26,379.80",27.09,18.3462532299742
283.0,2023-12-03,500.00,505.00,491.50,498.00,-0.4,"16,859.00","84,04,941.40",27.09,18.3831672203765
284.0,2023-11-30,516.00,516.20,499.00,500.00,-1.57,"42,251.00","2,13,04,627.10",27.09,18.4569952011812
285.0,2023-11-29,514.00,514.00,508.00,508.00,-0.59,"8,435.00","42,93,812.80",27.09,18.7523071244001
286.0,2023-11-28,508.10,514.00,508.10,511.00,-0.39,"8,467.00","43,19,655.40",27.09,18.8630490956072
287.0,2023-11-27,520.00,527.80,510.00,513.00,-0.97,"19,627.00","1,01,26,142.20",27.09,18.936877076412
288.0,2023-11-26,506.00,518.00,502.00,518.00,2.78,"31,405.00","1,60,95,060.10",27.09,19.1214470284238
289.0,2023-11-23,498.00,505.00,498.00,504.00,1.2,"25,084.00","1,25,47,218.20",27.09,18.6046511627907
290.0,2023-11-22,496.00,499.90,490.10,498.00,0.61,"11,581.00","57,33,566.10",27.09,18.3831672203765
291.0,2023-11-21,501.00,501.00,495.00,495.00,-1.0,"13,252.00","65,77,144.50",27.09,18.2724252491694
292.0,2023-11-20,508.00,508.00,499.00,500.00,0.14,"23,771.00","1,19,08,204.40",27.09,18.4569952011812
293.0,2023-11-09,512.50,512.50,498.00,499.30,-0.64,"23,830.00","1,19,17,008.50",27.09,18.4311554078996
294.0,2023-11-08,505.00,509.80,502.00,502.50,-0.59,"15,773.00","79,51,356.10",27.09,18.5492801771872
295.0,2023-11-07,499.90,505.50,499.00,505.50,1.51,"28,094.00","1,40,91,561.70",27.09,18.6600221483942
296.0,2023-11-06,504.00,505.90,497.60,498.00,-0.6,"42,864.00","2,14,60,342.30",27.09,18.3831672203765
297.0,2023-11-05,520.00,520.00,499.90,501.00,-3.54,"60,499.00","3,03,80,210.80",27.09,18.4939091915836
298.0,2023-11-02,527.00,530.00,519.30,519.40,-2.0,"26,372.00","1,37,55,258.70",27.09,19.1731266149871
299.0,2023-11-01,539.70,539.70,527.00,530.00,0.0,"14,536.00","76,90,633.80",27.09,19.5644149132521
300.0,2023-10-31,535.10,543.00,529.00,530.00,-1.16,"21,230.00","1,12,97,586.60",27.09,19.5644149132521
301.0,2023-10-30,543.90,543.90,530.20,536.20,0.49,"16,196.00","86,47,938.50",27.09,19.7932816537468
302.0,2023-10-29,541.00,542.00,531.10,533.60,-1.64,"28,904.00","1,54,51,365.20",27.09,19.6973052787006
303.0,2023-10-19,538.00,546.00,532.00,542.50,0.84,"45,018.00","2,43,15,475.10",27.09,20.0258397932817
304.0,2023-10-18,520.00,539.00,520.00,538.00,4.02,"31,104.00","1,65,37,236.30",27.09,19.859726836471
305.0,2023-10-17,516.00,528.00,515.00,517.20,0.43,"57,459.00","2,98,14,554.80",40.22,12.8592739930383
306.0,2023-10-16,536.00,541.00,510.00,515.00,-3.01,"66,053.00","3,43,35,641.90",40.22,12.8045748383889
307.0,2023-10-12,538.00,538.00,529.00,531.00,-0.75,"47,891.00","2,54,27,259.20",40.22,13.2023868722029
308.0,2023-10-11,536.30,542.90,531.00,535.00,-0.19,"66,243.00","3,54,53,588.70",40.22,13.3018398806564
309.0,2023-10-10,542.90,544.00,535.30,536.00,-1.09,"56,229.00","3,02,99,574.80",40.22,13.3267031327698
310.0,2023-10-09,555.00,558.00,541.00,541.90,-1.29,"40,407.00","2,19,81,800.30",40.22,13.4733963202387
311.0,2023-10-08,562.00,573.00,548.10,549.00,-2.31,"81,362.00","4,49,84,256.50",40.22,13.6499254102437
312.0,2023-10-05,567.00,567.00,559.00,562.00,-1.06,"38,826.00","2,18,71,719.50",40.22,13.9731476877176
313.0,2023-10-04,573.00,573.00,566.10,568.00,-0.87,"55,162.00","3,13,43,038.80",40.22,14.1223272003978
314.0,2023-10-03,600.00,601.00,573.00,573.00,-2.93,"91,760.00","5,30,28,691.00",40.22,14.2466434609647
315.0,2023-10-02,765.00,766.00,756.00,761.50,-0.46,"2,85,352.00","21,68,09,141.30",40.22,18.9333664843362
316.0,2023-10-01,780.00,790.00,758.60,765.00,-1.6,"1,22,313.00","9,35,53,851.30",40.22,19.020387866733
317.0,2023-09-27,800.00,800.00,769.30,777.40,-1.42,"79,635.00","6,19,30,826.80",40.22,19.3286921929388
318.0,2023-09-26,800.00,800.00,782.00,788.60,-0.43,"1,06,020.00","8,34,66,224.50",40.22,19.6071606166087
319.0,2023-09-25,800.00,807.80,791.00,792.00,-0.63,"58,347.00","4,63,48,829.40",40.22,19.6916956737941
320.0,2023-09-24,807.00,813.00,795.00,797.00,-0.38,"1,09,470.00","8,75,51,009.00",40.22,19.816011934361
321.0,2023-09-21,819.00,819.00,799.00,800.00,-0.62,"1,18,792.00","9,56,59,559.00",40.22,19.8906016907011
322.0,2023-09-19,806.00,806.00,796.60,805.00,-0.11,"48,207.00","3,85,54,693.30",40.22,20.014917951268
323.0,2023-09-18,818.00,818.00,799.00,805.90,-1.0,"53,973.00","4,34,03,027.70",40.22,20.0372948781701
324.0,2023-09-17,835.30,852.00,803.10,814.00,-0.61,"3,37,149.00","27,54,73,072.90",40.22,20.2386872202884
325.0,2023-09-13,802.00,824.00,797.90,819.00,3.34,"97,903.00","7,93,25,347.50",40.22,20.3630034808553
326.0,2023-09-12,800.00,804.00,792.00,792.50,-0.7,"22,370.00","1,78,22,263.00",40.22,19.7041272998508
327.0,2023-09-11,780.00,805.00,778.00,798.10,2.32,"49,803.00","3,96,96,687.30",40.22,19.8433615116857
328.0,2023-09-10,780.00,790.00,775.00,780.00,0.65,"27,417.00","2,13,49,718.30",40.22,19.3933366484336
329.0,2023-09-07,779.00,779.00,773.10,775.00,-0.49,"29,986.00","2,32,46,769.90",40.22,19.2690203878667
330.0,2023-09-05,785.00,785.00,778.00,778.80,-0.54,"14,746.00","1,14,98,146.90",40.22,19.3635007458976
331.0,2023-09-04,783.10,787.20,775.00,783.00,0.0,"34,063.00","2,64,80,999.30",40.22,19.4679264047737
332.0,2023-09-03,788.00,790.00,781.50,783.00,-0.65,"23,300.00","1,82,76,510.60",40.22,19.4679264047737
333.0,2023-08-30,792.00,799.00,787.20,788.10,0.08,"33,034.00","2,60,70,853.20",40.22,19.594728990552
334.0,2023-08-29,790.00,795.90,786.00,787.50,-0.19,"18,161.00","1,43,29,578.70",40.22,19.5798110392839
335.0,2023-08-28,805.00,805.00,788.00,789.00,-0.13,"23,084.00","1,82,45,309.90",40.22,19.617105917454
336.0,2023-08-27,789.00,794.00,782.50,790.00,-0.57,"22,697.00","1,79,12,807.90",40.22,19.6419691695674
337.0,2023-08-24,800.00,807.10,794.00,794.50,-0.69,"64,412.00","5,15,81,791.70",40.22,19.7538538040776
338.0,2023-08-23,780.10,805.80,780.00,800.00,2.3,"48,779.00","3,87,94,288.50",40.22,19.8906016907011
339.0,2023-08-22,778.50,787.00,777.10,782.00,0.39,"11,727.00","91,57,323.30",40.22,19.4430631526604
340.0,2023-08-21,772.00,790.00,772.00,779.00,-0.13,"26,580.00","2,07,08,405.00",40.22,19.3684733963202
341.0,2023-08-20,776.10,790.00,776.10,780.00,-0.24,"34,292.00","2,67,85,787.90",40.22,19.3933366484336
342.0,2023-08-17,785.00,797.00,778.00,781.90,-0.39,"27,752.00","2,17,74,315.30",40.22,19.440576827449
343.0,2023-08-16,785.00,785.00,773.00,785.00,0.0,"31,107.00","2,42,31,455.70",40.22,19.5176529090005
344.0,2023-08-15,799.00,799.00,784.10,785.00,-1.63,"29,917.00","2,36,39,455.50",40.22,19.5176529090005
345.0,2023-08-14,798.00,806.00,796.00,798.00,0.0,"69,704.00","5,57,57,861.20",40.22,19.8408751864744
346.0,2023-08-13,789.00,800.00,782.00,798.00,1.4,"51,617.00","4,10,59,338.70",40.22,19.8408751864744
347.0,2023-08-10,786.00,790.00,772.30,787.00,0.14,"65,038.00","5,08,27,014.50",40.22,19.5673794132273
348.0,2023-08-09,771.00,785.90,770.00,785.90,2.05,"32,720.00","2,54,02,527.80",40.22,19.5400298359025
349.0,2023-08-08,775.00,784.00,770.10,770.10,-0.63,"30,614.00","2,36,95,943.80",40.22,19.1471904525112
350.0,2023-08-07,770.00,786.00,770.00,775.00,-0.39,"52,929.00","4,11,53,680.40",40.22,19.2690203878667
351.0,2023-08-06,800.00,812.00,774.00,778.00,-1.39,"1,41,442.00","11,12,88,329.70",40.22,19.3436101442069
352.0,2023-08-03,790.00,793.10,782.10,789.00,1.28,"42,059.00","3,31,07,873.60",40.22,19.617105917454
353.0,2023-08-02,790.00,790.00,774.20,779.00,0.13,"34,169.00","2,66,11,018.40",40.22,19.3684733963202
354.0,2023-08-01,770.00,794.00,770.00,778.00,-0.89,"48,045.00","3,75,40,129.80",40.22,19.3436101442069
355.0,2023-07-31,786.00,800.00,770.30,785.00,1.03,"51,397.00","4,03,03,176.70",40.22,19.5176529090005
356.0,2023-07-30,798.00,798.00,774.10,777.00,-0.89,"74,894.00","5,83,89,290.00",40.22,19.3187468920935
357.0,2023-07-27,774.30,802.00,774.30,784.00,-0.77,"61,909.00","4,88,18,485.60",40.22,19.4927896568871
358.0,2023-07-26,800.00,805.00,788.00,790.10,-0.55,"68,079.00","5,41,16,753.80",40.22,19.6444554947787
359.0,2023-07-25,809.90,815.00,793.00,794.50,-1.91,"86,821.00","6,94,80,231.70",40.22,19.7538538040776
360.0,2023-07-24,825.00,825.00,806.10,810.00,-1.46,"89,524.00","7,28,11,500.20",40.22,20.1392342118349
361.0,2023-07-23,820.00,825.10,808.00,822.00,1.36,"1,36,053.00","11,12,85,459.60",40.22,20.4375932371954
362.0,2023-07-20,817.00,818.00,806.20,811.00,0.12,"67,669.00","5,48,54,937.00",40.22,20.1640974639483
